;defender_points;defender_values;defenders;forward_points;forward_values;forwards;goalkeeper_points;goalkeeper_values;goalkeepers;midfielder_points;midfielder_values;midfielders;total_points;total_value
255;[170.0, 120.0, 79.0, 73.0];[3330000, 1820000, 500000, 200000];['Laguardia', 'Yeray', 'Martín Aguirregabiria', 'Víctor Ruiz'];[428.0, 209.0, 179.0];[22790000, 6440000, 4670000];['Messi', 'Jaime Mata', 'Ezequiel Ávila'];[157.0];[2560000];['Asenjo'];[215.0, 173.0, 100.0, 131.0, 101.0, 52.0];[6860000, 3570000, 3050000, 1850000, 580000, 150000];['Cazorla', 'Marc Roca', 'Isco', 'Ibai Gómez', 'Portillo', 'Córdoba'];2187.0;58370000
256;[227.0, 169.0, 152.0, 99.0];[8360000, 4540000, 2550000, 630000];['Piqué', 'Gayà', 'Damián Suárez', 'Sidnei'];[185.0, 155.0, 126.0];[2500000, 1890000, 1840000];['Charles', 'Roger', 'Bale'];[160.0];[2980000];['Diego López'];[221.0, 171.0, 176.0, 119.0, 104.0, 118.0];[9560000, 3780000, 3210000, 1140000, 990000, 660000];['Morales', 'Darder', 'Alcaraz', 'Zubeldia', 'Lucas Vázquez', 'Diop'];2182.0;44630000
257;[152.0, 158.0, 166.0, 82.0];[2550000, 2340000, 2240000, 720000];['Damián Suárez', 'Mandi', 'Nacho Martínez', 'Capa'];[428.0, 165.0, 155.0];[22790000, 5000000, 1890000];['Messi', 'Willian José', 'Roger'];[106.0];[2220000];['Dmitrovic'];[255.0, 117.0, 148.0, 151.0, 133.0, 56.0];[11420000, 2810000, 2320000, 1790000, 1660000, 150000];['Parejo', 'Banega', 'Óscar Rodríguez', 'Michel Herrero', 'Escalante', 'Anuar'];2272.0;59900000
258;[200.0, 120.0, 117.0, 113.0];[6880000, 1820000, 1550000, 920000];['Jordi Alba', 'Yeray', 'Aritz Elustondo', 'Jason'];[244.0, 239.0, 179.0];[11150000, 9660000, 4670000];['Griezmann', 'Borja Iglesias', 'Ezequiel Ávila'];[160.0];[2980000];['Diego López'];[166.0, 194.0, 140.0, 127.0, 104.0, 118.0];[4720000, 4200000, 3250000, 1460000, 990000, 660000];['Koke', 'Campaña', 'Cucurella', 'Rubén Pérez', 'Lucas Vázquez', 'Diop'];2221.0;54910000
259;[178.0, 166.0, 143.0, 109.0];[5620000, 3040000, 1990000, 1280000];['Hermoso', 'Calero', 'Miramón', 'Coke'];[428.0, 179.0, 57.0];[22790000, 3990000, 170000];['Messi', 'Dembélé', 'Guidetti'];[167.0];[4720000];['Ter Stegen'];[195.0, 154.0, 164.0, 109.0, 119.0, 73.0];[5530000, 3420000, 3080000, 750000, 610000, 590000];['Rakitic', 'Saúl', 'Coutinho', 'Cheryshev', 'Manu García', 'Boudebouz'];2241.0;57580000
260;[133.0, 179.0, 95.0, 99.0];[3220000, 3200000, 850000, 630000];['Iñigo Martínez', 'Cote', 'De Marcos', 'Sidnei'];[428.0, 161.0, 126.0];[22790000, 3100000, 1260000];['Messi', 'En-Nesyri', 'Loren'];[148.0];[2200000];['Cuéllar'];[214.0, 166.0, 149.0, 137.0, 133.0, 104.0];[6630000, 4720000, 3440000, 2670000, 1660000, 300000];['Canales', 'Koke', 'Busquets', 'Franco Vázquez', 'Escalante', 'Wakaso'];2272.0;56670000
261;[227.0, 133.0, 109.0, 105.0];[8360000, 1480000, 1280000, 510000];['Piqué', 'Maripán', 'Coke', 'Kjaer'];[246.0, 188.0, 161.0];[14610000, 7850000, 3100000];['Iago Aspas', 'Rodrigo', 'En-Nesyri'];[106.0];[2220000];['Dmitrovic'];[195.0, 194.0, 171.0, 154.0, 131.0, 69.0];[5530000, 4200000, 3780000, 3170000, 1850000, 550000];['Rakitic', 'Campaña', 'Darder', 'Brais Méndez', 'Ibai Gómez', 'Vitolo'];2189.0;58490000
262;[193.0, 115.0, 133.0, 143.0];[6390000, 3230000, 3220000, 1990000];['Jesús Navas', 'Lenglet', 'Iñigo Martínez', 'Miramón'];[239.0, 169.0, 140.0];[9660000, 3520000, 1190000];['Borja Iglesias', 'Ekambi', 'Óscar Plano'];[196.0];[6480000];['Oblak'];[221.0, 201.0, 174.0, 175.0, 108.0, 50.0];[9560000, 4620000, 3360000, 2590000, 1300000, 150000];['Morales', 'Jordan', 'Vidal', 'Joaquín', 'Lobotka', 'Amadou'];2257.0;57260000
263;[133.0, 136.0, 105.0, 106.0];[1840000, 1670000, 510000, 390000];['Funes Mori', 'Kiko Olivas', 'Kjaer', 'Dídac Vilà'];[428.0, 185.0, 140.0];[22790000, 2500000, 1190000];['Messi', 'Charles', 'Óscar Plano'];[196.0];[6480000];['Oblak'];[166.0, 138.0, 127.0, 154.0, 117.0, 149.0];[4720000, 3590000, 3430000, 3170000, 2810000, 380000];['Koke', 'Kroos', 'Carlos Soler', 'Brais Méndez', 'Banega', 'Moi Gómez'];2280.0;55470000
264;[134.0, 143.0, 108.0, 87.0];[2870000, 1990000, 790000, 170000];['Gabriel Paulista', 'Miramón', 'Bustinza', 'Oliveira'];[428.0, 244.0, 136.0];[22790000, 6560000, 3840000];['Messi', 'Jorge Molina', 'Santi Mina'];[117.0];[1990000];['Rulli'];[214.0, 171.0, 140.0, 150.0, 151.0, 72.0];[6630000, 3780000, 3250000, 3090000, 1790000, 180000];['Canales', 'Darder', 'Cucurella', 'Bardhi', 'Michel Herrero', 'Brasanac'];2295.0;59720000
265;[111.0, 112.0, 119.0, 99.0];[3330000, 1300000, 900000, 770000];['Giménez', 'Zaldua', 'Sergi Gómez', 'Héctor Moreno'];[428.0, 209.0, 179.0];[22790000, 7540000, 3990000];['Messi', 'Williams', 'Dembélé'];[196.0];[6480000];['Oblak'];[215.0, 123.0, 113.0, 100.0, 119.0, 149.0];[6860000, 1940000, 1270000, 690000, 610000, 380000];['Cazorla', 'Coquelin', 'Guardado', 'Roque Mesa', 'Manu García', 'Moi Gómez'];2272.0;58850000
